City Name,Longitude,Latitude,Max Temperature,Humidity,Cloud Coverage,Wind Speed,City Country,Date Time
Zapolyarnyy,30.81,69.42,60.8,72,12,17.22,RU,1597504800
Laas,10.7,46.62,79.0,52,40,5.82,IT,1597504550
Pontianak,109.33,-0.03,76.06,87,100,3.78,ID,1597504801
Ginir,40.7,7.13,67.03,76,91,6.38,ET,1597504801
Poum,164.02,-20.23,72.09,83,70,14.16,NC,1597504528
Moose Factory,-80.61,51.26,77.0,61,1,9.17,CA,1597504499
Carballo,-8.69,43.21,73.99,60,40,8.05,ES,1597504802
Rongcheng,117.85,30.63,82.4,79,6,2.73,CN,1597504802
Lipari,14.95,38.47,88.0,63,0,3.0,IT,1597504802
Seoul,126.98,37.57,80.6,100,75,5.21,KR,1597504500
Fairlie,-4.86,55.76,72.0,70,72,4.0,GB,1597504803
Houston,-95.36,29.76,87.01,70,75,4.7,US,1597504025
Valparaíso,-71.63,-33.04,57.2,62,0,10.29,CL,1597504488
Caravelas,-39.25,-17.71,77.83,77,67,9.82,BR,1597504424
Sri Aman,111.46,1.24,78.8,94,100,1.19,MY,1597504804
Kavajë,19.56,41.19,86.0,62,1,9.17,AL,1597504804
Chu,73.76,43.6,78.01,62,0,1.99,KZ,1597504804
Norman Wells,-126.83,65.28,53.6,93,75,4.7,CA,1597504804
Mastic Beach,-72.85,40.77,78.8,54,1,9.17,US,1597504804
Nemuro,145.57,43.32,60.3,98,72,3.09,JP,1597504805
Kamennomostskoye,43.05,43.74,78.01,38,75,4.47,RU,1597504805
Faya,42.45,18.39,78.8,60,75,11.41,SA,1597504600
Lazarev,141.51,52.23,57.85,91,100,6.17,RU,1597504805
Gorontalo,123.06,0.54,75.25,84,68,2.17,ID,1597504805
Chokurdakh,147.92,70.63,34.27,94,71,3.27,RU,1597504314
Villa Bruzual,-69.12,9.33,83.23,84,51,1.36,VE,1597504806
Ucluelet,-125.55,48.93,60.8,100,5,1.95,CA,1597504670
Geilo,8.21,60.53,75.99,45,0,5.32,NO,1597504806
Camacupa,17.48,-12.02,86.81,11,80,4.47,AO,1597504806
Mildura,142.15,-34.2,50.0,93,90,4.7,AU,1597504807
Marystown,-55.15,47.17,61.41,55,0,10.2,CA,1597504807
Cobija,-68.77,-11.03,95.22,36,14,4.88,BO,1597504807
Hervey Bay,152.85,-25.3,61.0,84,13,8.01,AU,1597504807
Newport,-3.0,51.59,64.0,93,100,7.87,GB,1597504566
Romny,33.47,50.75,67.39,53,52,5.91,UA,1597504808
Manglisi,44.38,41.7,77.0,38,17,27.51,GE,1597504808
Todos Santos,-110.22,23.45,84.99,67,1,5.01,MX,1597504780
Suez,32.53,29.97,98.98,17,0,18.95,EG,1597504808
Baijiantan,85.18,45.63,82.13,22,7,15.7,CN,1597504809
Luganville,167.17,-15.53,76.46,85,98,14.47,VU,1597504809
Yar-Sale,70.83,66.83,51.3,70,100,4.94,RU,1597504809
Asău,26.4,46.43,64.0,91,100,4.45,RO,1597504570
Ljungby,13.94,56.83,86.0,42,0,3.36,SE,1597504810
Mount Gambier,140.77,-37.83,46.4,93,40,6.93,AU,1597504497
Matagami,-77.63,49.75,71.6,56,1,10.56,CA,1597504810
Dillon,-79.37,34.42,82.99,92,62,1.01,US,1597504810
Aklavik,-135.01,68.22,48.2,100,90,4.7,CA,1597504577
Rocha,-54.33,-34.48,57.11,71,0,17.34,UY,1597504574
Okhotsk,143.3,59.38,56.61,87,99,5.37,RU,1597504591
Solnechnyy,136.63,50.72,56.53,95,100,2.51,RU,1597504811
Kyren,102.14,51.68,57.85,80,32,0.98,RU,1597504812
Karakol,78.39,42.49,60.8,44,0,3.98,KG,1597504812
Galway,-9.05,53.27,73.4,73,75,4.7,IE,1597504543
Kumbo,10.67,6.2,69.89,83,69,0.92,CM,1597504812
Eldorado,-54.28,-23.79,76.55,68,57,4.97,BR,1597504812
Havelock,-76.9,34.88,81.0,87,46,1.99,US,1597504479
Sørland,12.69,67.67,54.37,80,100,28.5,NO,1597504566
Micco,-80.5,27.88,89.01,76,66,5.32,US,1597504813
Kathmandu,85.32,27.72,71.6,100,75,2.24,NP,1597504585
Wajir,40.06,1.75,89.6,40,75,8.05,KE,1597504813
Tsiroanomandidy,46.03,-18.77,72.81,23,0,2.17,MG,1597504813
Kununurra,128.73,-15.77,71.6,62,22,2.1,AU,1597504507
Midland,-102.08,32.0,89.6,29,90,4.7,US,1597504814
Wajima,136.9,37.4,78.84,92,100,13.87,JP,1597504814
Mayo,-76.51,38.89,78.01,73,40,6.93,US,1597504539
Liwale,37.93,-9.77,83.82,23,29,5.53,TZ,1597504815
Ahipara,173.17,-35.17,48.29,86,2,5.28,NZ,1597504517
Oudtshoorn,22.2,-33.59,48.2,87,40,14.99,ZA,1597504815
Puerto Ayacucho,-67.62,5.66,84.2,74,40,1.81,VE,1597504815
Gniezno,17.58,52.53,82.0,44,52,6.93,PL,1597504816
Usevya,31.23,-7.1,89.64,20,76,3.78,TZ,1597504816
Ambovombe,46.08,-25.17,70.77,74,0,11.07,MG,1597504816
Oranjestad,-70.03,12.52,87.8,66,75,17.22,AW,1597504546
Krasnosel'kup,82.47,65.7,64.49,82,74,3.8,RU,1597504574
Manado,124.85,1.49,77.94,79,100,2.51,ID,1597504800
Bulembu,31.13,-25.97,77.0,18,0,10.29,SZ,1597504817
Khani,42.96,41.96,77.0,61,40,12.75,GE,1597504818
Agadez,10.25,19.75,103.77,15,31,8.34,NE,1597504818
Ribeira Brava,-17.07,32.65,73.99,79,49,3.0,PT,1597504605
Aracoiaba,-38.81,-4.37,84.92,52,100,10.22,BR,1597504818
Bereket,55.52,39.24,90.14,34,86,16.53,TM,1597504514
Cilegon,106.05,-6.02,80.6,78,40,3.36,ID,1597504819
Barão de Melgaço,-55.97,-16.19,98.6,16,0,10.29,BR,1597504819
Oranjemund,16.43,-28.55,58.08,76,63,12.88,NA,1597504819
Kiryat Gat,34.76,31.61,88.0,53,0,5.01,IL,1597504321
Harindānga,88.32,22.04,84.2,94,40,6.93,IN,1597504820
Turukhansk,87.98,65.82,61.95,58,0,14.09,RU,1597504582
Kinablangan,126.55,7.69,80.35,80,86,6.33,PH,1597504820
Petra,35.48,30.32,82.36,29,0,23.11,JO,1597504821
Sitka,-135.33,57.05,55.4,93,90,1.25,US,1597504351
Cam Ranh,109.16,11.92,86.0,70,20,1.12,VN,1597504621
Tautira,-149.15,-17.73,71.6,83,20,3.36,PF,1597504822
North Bend,-124.22,43.41,70.0,82,1,4.41,US,1597504822
Gizo Government Station,156.84,-8.1,80.35,79,18,4.79,SB,1597504822
Ayan,138.17,56.45,57.33,94,100,15.48,RU,1597504492
Otavi,17.33,-19.65,83.46,12,0,10.6,NA,1597504823
Pangnirtung,-65.71,66.15,50.0,66,40,6.93,CA,1597504497
Luanda,13.23,-8.84,77.0,73,45,8.05,AO,1597504765
Narsaq,-46.05,60.92,50.0,71,75,8.05,GL,1597504548
Pierre,-100.35,44.37,73.99,52,1,5.82,US,1597504824
Comodoro Rivadavia,-67.5,-45.87,42.8,45,0,19.46,AR,1597504824
Kavaratti,72.64,10.57,82.54,77,93,15.68,IN,1597504463
Jiwani,61.74,25.05,82.9,81,68,10.2,PK,1597504824
Luan,6.98,46.36,82.4,48,20,19.46,CH,1597504825
Isugod,118.12,9.34,80.49,74,31,2.53,PH,1597504825
Chino Valley,-112.45,34.76,82.99,27,1,1.54,US,1597504826
Maţāy,30.78,28.42,101.71,14,1,14.94,EG,1597504553
Sept-Îles,-66.38,50.2,64.4,63,40,6.93,CA,1597504594
Bonthe,-12.51,7.53,74.82,96,100,6.29,SL,1597504826
Port Hedland,118.57,-20.32,60.8,87,61,8.05,AU,1597504827
Kodinsk,99.18,58.69,55.4,46,19,6.8,RU,1597504827
Betsiamites,-68.65,48.94,66.2,68,1,6.93,CA,1597504827
Evans,-82.13,33.53,84.99,83,75,6.93,US,1597504827
Pagsañgahan,122.54,13.22,81.82,78,92,4.43,PH,1597504828
Antofagasta,-70.4,-23.65,57.2,62,20,10.29,CL,1597504514
Raja,25.68,8.46,81.57,89,99,3.27,SS,1597504542
Elko,-115.5,41.0,70.0,20,13,4.0,US,1597504828
Saint-Pierre,55.48,-21.34,69.8,64,3,9.17,RE,1597504566
Souillac,57.52,-20.52,71.6,78,75,11.41,MU,1597504493
Vulcan,23.27,45.38,70.34,72,57,3.44,RO,1597504829
San Ignacio,-89.07,17.16,80.01,94,75,4.68,BZ,1597504829
Naryan-Mar,53.09,67.67,59.54,57,95,9.62,RU,1597504829
Loukhi,33.04,66.08,67.69,70,44,8.43,RU,1597504830
Cândido Mendes,-45.72,-1.45,90.0,52,88,9.22,BR,1597504830
Bairiki Village,172.98,1.33,80.6,83,40,4.7,KI,1597504830
Kasongo-Lunda,16.82,-6.47,99.37,18,1,1.61,CD,1597504830
Bryan,-96.37,30.67,89.01,58,1,8.05,US,1597504831
Duekoué,-7.35,6.75,71.42,95,100,2.62,CI,1597504831
Lālmohan,90.74,22.34,83.75,82,98,21.21,BD,1597504831
Jüterbog,13.08,51.98,84.2,37,40,5.82,DE,1597504832
College,-147.8,64.86,55.99,76,75,4.7,US,1597504315
Abu Dhabi,54.37,24.47,96.8,71,14,8.05,AE,1597504735
Tiarei,-149.33,-17.53,71.6,83,20,3.36,PF,1597504833
Formosa,-58.18,-26.18,62.6,72,75,10.29,AR,1597504736
Minsk,27.57,53.9,75.2,41,14,6.71,BY,1597504617
Homa Bay,34.46,-0.53,78.8,65,75,4.7,KE,1597504833
Bayanday,105.51,53.07,56.53,77,7,2.82,RU,1597504834
Rach Gia,105.08,10.02,82.4,100,20,2.24,VN,1597504582
Parrsboro,-64.33,45.4,68.0,63,46,3.0,CA,1597504835
Durango,-104.83,24.83,71.73,33,0,6.51,MX,1597504805
Suntar,117.63,62.14,41.77,89,0,4.61,RU,1597504835
Tres Arroyos,-60.28,-38.37,48.2,48,0,23.42,AR,1597504799
Massaguet,15.44,12.48,91.4,55,40,13.87,TD,1597504836
Olafsvik,-23.71,64.89,52.68,93,100,14.38,IS,1597504836
Forbes,148.02,-33.38,50.0,89,18,7.74,AU,1597504837
Jalu,21.55,29.03,100.9,17,0,16.17,LY,1597504837
Sechura,-80.82,-5.56,66.81,69,93,9.8,PE,1597504553
Esperance,121.9,-33.87,57.2,54,95,10.29,AU,1597504837
Parakai,174.43,-36.65,44.01,89,5,2.06,NZ,1597504838
Marsh Harbour,-77.06,26.54,83.82,64,26,1.9,BS,1597504838
Porto Franco,-47.4,-6.34,97.56,27,96,9.66,BR,1597504838
Naze,129.48,28.37,80.6,94,3,2.24,JP,1597504467
Pozo Colorado,-58.8,-23.49,66.06,78,100,7.9,PY,1597504839
General Roca,-67.58,-39.03,48.2,26,0,16.11,AR,1597504839
Takoradze,-1.76,4.88,79.39,76,95,15.03,GH,1597504512
Ust-Kuyga,135.6,70.02,33.82,92,100,2.8,RU,1597504520
Richards Bay,32.04,-28.78,87.67,15,0,10.25,ZA,1597504562
Eunice,-92.42,30.49,88.0,70,75,10.29,US,1597504840
Sayyan,44.32,15.17,68.95,52,100,7.56,YE,1597504560
Aksha,113.29,50.28,56.98,82,53,2.15,RU,1597504840
Grand-Santi,-54.38,4.25,89.82,49,33,4.7,GF,1597504841
Sola,167.55,-13.88,78.76,83,83,19.8,VU,1597504533
Katobu,122.53,-4.94,75.38,83,93,5.93,ID,1597504536
Włocławek,19.07,52.65,81.27,39,54,8.14,PL,1597504842
Pitimbu,-34.81,-7.47,82.4,65,75,12.75,BR,1597504842
Juruti,-56.09,-2.15,94.05,41,100,5.32,BR,1597504842
Deputatsky,139.9,69.3,30.51,98,100,8.16,RU,1597504843
Kanina,25.47,-10.73,84.11,14,52,5.28,CD,1597504843
Kyzyl-Suu,78.0,42.34,62.04,45,0,3.94,KG,1597504843
Hingatungan,125.19,10.58,81.32,77,2,3.96,PH,1597504844
Bay Roberts,-53.26,47.6,63.0,100,0,4.0,CA,1597504844
Sambava,50.17,-14.27,72.1,77,33,17.02,MG,1597504389
Coruripe,-36.18,-10.13,79.29,74,31,12.15,BR,1597504844
Berlevåg,29.09,70.86,51.55,75,91,3.11,NO,1597504527
Shakawe,21.85,-18.37,87.48,12,0,2.59,BW,1597504573
Meulaboh,96.13,4.14,80.73,79,99,1.52,ID,1597504845
Ust'-Karsk,118.81,52.7,55.78,84,80,3.83,RU,1597504845
